buscoID	Status	ancestral	Status2	Status3
12153at7088	Complete	M15	0	1
12154at7088	Complete	M13	0	1
12164at7088	Complete	M15	0	1
12173at7088	Complete	M1	0	1
12174at7088	Complete	M4	0	1
1217at7088	Complete	M3	0	1
12180at7088	Complete	MZ	0	1
12183at7088	Complete	M20	0	1
12184at7088	Complete	M10	0	1
12185at7088	Complete	M8	0	1
12187at7088	Complete	M14	0	1
1218at7088	Complete	M3	0	1
12193at7088	Complete	M19	0	1
12198at7088	Complete	M10	0	1
12204at7088	Complete	M12	0	1
1220at7088	Complete	M20	0	1
12210at7088	Complete	M8	0	1
12212at7088	Complete	MZ	0	1
12217at7088	Complete	M5	0	1
12218at7088	Complete	M15	0	1
12219at7088	Complete	M11	0	1
12221at7088	Complete	M5	0	1
12223at7088	Complete	M17	0	1
12225at7088	Complete	M20	0	1
12226at7088	Complete	M7	0	1
12229at7088	Complete	M4	0	1
1222at7088	Complete	M15	0	1
12233at7088	Complete	M16	0	1
12235at7088	Complete	M7	0	1
12237at7088	Complete	M23	0	1
1223at7088	Complete	M1	0	1
12241at7088	Complete	M5	0	1
12243at7088	Complete	M12	0	1
12251at7088	Complete	M12	0	1
12254at7088	Complete	M4	0	1
12264at7088	Complete	M11	0	1
12268at7088	Complete	M29	0	1
12271at7088	Complete	M19	0	1
12273at7088	Complete	M19	0	1
12274at7088	Complete	M5	0	1
12275at7088	Complete	M21	0	1
12276at7088	Complete	M13	0	1
12293at7088	Complete	M12	0	1
12295at7088	Complete	M12	0	1
122at7088	Complete	M17	0	1
12300at7088	Complete	M9	0	1
12310at7088	Complete	M16	0	1
12313at7088	Complete	M4	0	1
12320at7088	Complete	M9	0	1
12322at7088	Complete	M4	0	1
12326at7088	Complete	M7	0	1
12332at7088	Complete	M23	0	1
12334at7088	Complete	M19	0	1
12339at7088	Complete	M17	0	1
12341at7088	Complete	M22	0	1
12343at7088	Complete	M16	0	1
12347at7088	Complete	M1	0	1
12349at7088	Complete	M1	0	1
1234at7088	Complete	M6	0	1
12350at7088	Complete	M24	0	1
12354at7088	Complete	M25	0	1
12355at7088	Complete	M16	0	1
1235at7088	Complete	M8	0	1
12363at7088	Complete	M1	0	1
12364at7088	Complete	M12	0	1
12367at7088	Complete	M30	0	1
12369at7088	Complete	M6	0	1
1236at7088	Complete	M16	0	1
12375at7088	Complete	M2	0	1
12378at7088	Complete	M15	0	1
1237at7088	Complete	M3	0	1
12386at7088	Complete	MZ	0	1
12389at7088	Complete	M4	0	1
12390at7088	Complete	M10	0	1
12391at7088	Complete	M4	0	1
12396at7088	Complete	M17	0	1
12397at7088	Complete	M1	0	1
123at7088	Complete	M14	0	1
12400at7088	Complete	M25	0	1
12401at7088	Complete	M2	0	1
12403at7088	Complete	M2	0	1
12406at7088	Complete	M4	0	1
12413at7088	Complete	M14	0	1
12416at7088	Complete	M2	0	1
12418at7088	Complete	M2	0	1
12419at7088	Complete	M12	0	1
12420at7088	Complete	M27	0	1
12422at7088	Complete	M5	0	1
12426at7088	Complete	M4	0	1
12427at7088	Complete	M7	0	1
12429at7088	Complete	M1	0	1
1242at7088	Complete	M9	0	1
12442at7088	Complete	M3	0	1
12443at7088	Complete	M19	0	1
12444at7088	Complete	M2	0	1
12445at7088	Complete	M22	0	1
12449at7088	Complete	M18	0	1
12450at7088	Complete	M7	0	1
12453at7088	Complete	M1	0	1
1245at7088	Complete	M1	0	1
1246at7088	Complete	M11	0	1
12471at7088	Complete	M13	0	1
12472at7088	Complete	M13	0	1
12481at7088	Complete	M12	0	1
12483at7088	Complete	M7	0	1
12484at7088	Complete	M16	0	1
1248at7088	Complete	M13	0	1
12492at7088	Complete	M14	0	1
12496at7088	Complete	M13	0	1
12503at7088	Complete	M15	0	1
12504at7088	Complete	M24	0	1
12505at7088	Complete	M5	0	1
12507at7088	Complete	M13	0	1
12508at7088	Complete	M29	0	1
1250at7088	Complete	M20	0	1
12510at7088	Complete	M10	0	1
12517at7088	Complete	M6	0	1
1251at7088	Complete	M1	0	1
12530at7088	Complete	M26	0	1
12531at7088	Complete	M8	0	1
12535at7088	Complete	M20	0	1
1253at7088	Complete	M2	0	1
12540at7088	Complete	M28	0	1
12542at7088	Complete	M13	0	1
12543at7088	Complete	M18	0	1
12544at7088	Complete	M23	0	1
12547at7088	Complete	M11	0	1
12550at7088	Complete	M4	0	1
12562at7088	Complete	M2	0	1
12564at7088	Complete	M20	0	1
12566at7088	Complete	M16	0	1
12567at7088	Complete	M26	0	1
1256at7088	Complete	M3	0	1
12572at7088	Complete	MZ	0	1
12574at7088	Complete	M15	0	1
12576at7088	Complete	M2	0	1
12585at7088	Complete	M7	0	1
12589at7088	Complete	M6	0	1
1258at7088	Complete	M26	0	1
12598at7088	Complete	M8	0	1
1259at7088	Complete	M23	0	1
12603at7088	Complete	M15	0	1
12605at7088	Complete	M29	0	1
12607at7088	Complete	M20	0	1
12609at7088	Complete	M9	0	1
12613at7088	Complete	M14	0	1
12617at7088	Complete	M20	0	1
12618at7088	Complete	M20	0	1
12626at7088	Complete	M4	0	1
12628at7088	Complete	M15	0	1
12632at7088	Complete	M11	0	1
12633at7088	Complete	M23	0	1
1263at7088	Complete	M18	0	1
12640at7088	Complete	M11	0	1
12646at7088	Complete	M19	0	1
1264at7088	Complete	M5	0	1
12653at7088	Complete	M4	0	1
12656at7088	Complete	M2	0	1
12660at7088	Complete	M3	0	1
12668at7088	Complete	M11	0	1
12669at7088	Complete	MZ	0	1
12671at7088	Complete	M1	0	1
12673at7088	Complete	M1	0	1
12676at7088	Complete	M3	0	1
12679at7088	Complete	M1	0	1
12680at7088	Complete	M9	0	1
12691at7088	Complete	M22	0	1
12696at7088	Complete	M1	0	1
12699at7088	Complete	M26	0	1
126at7088	Complete	M17	0	1
12704at7088	Complete	M23	0	1
12705at7088	Complete	M22	0	1
12706at7088	Complete	MZ	0	1
12707at7088	Complete	M1	0	1
12709at7088	Complete	M25	0	1
12710at7088	Complete	M1	0	1
12712at7088	Complete	M4	0	1
12713at7088	Complete	M12	0	1
12730at7088	Complete	M11	0	1
12731at7088	Complete	M4	0	1
12733at7088	Complete	M7	0	1
12736at7088	Complete	MZ	0	1
12738at7088	Complete	M5	0	1
1273at7088	Complete	M1	0	1
12744at7088	Complete	M11	0	1
12748at7088	Complete	M2	0	1
1275at7088	Complete	M6	0	1
12763at7088	Complete	M9	0	1
12765at7088	Complete	M5	0	1
12771at7088	Complete	M3	0	1
12773at7088	Complete	M7	0	1
12774at7088	Complete	M2	0	1
12777at7088	Complete	M4	0	1
12778at7088	Complete	M5	0	1
12779at7088	Complete	M11	0	1
12789at7088	Complete	M29	0	1
1278at7088	Complete	M2	0	1
12790at7088	Complete	M2	0	1
12792at7088	Complete	M20	0	1
127at7088	Complete	M20	0	1
12804at7088	Complete	M4	0	1
12810at7088	Complete	M4	0	1
12813at7088	Complete	M1	0	1
12815at7088	Complete	M2	0	1
12817at7088	Complete	M17	0	1
12819at7088	Complete	M17	0	1
1281at7088	Complete	M3	0	1
12820at7088	Complete	M22	0	1
12821at7088	Complete	M6	0	1
12829at7088	Complete	M3	0	1
12830at7088	Complete	M9	0	1
12831at7088	Complete	M6	0	1
12834at7088	Complete	M3	0	1
12838at7088	Complete	M15	0	1
1283at7088	Complete	M12	0	1
12842at7088	Complete	M14	0	1
12847at7088	Complete	M17	0	1
12861at7088	Complete	M5	0	1
12883at7088	Complete	M7	0	1
12884at7088	Complete	M5	0	1
12885at7088	Complete	M1	0	1
12891at7088	Complete	M29	0	1
12892at7088	Complete	M16	0	1
12893at7088	Complete	M17	0	1
12894at7088	Complete	M24	0	1
12895at7088	Complete	M4	0	1
12896at7088	Complete	M13	0	1
12899at7088	Complete	M14	0	1
128at7088	Complete	M4	0	1
12900at7088	Complete	M28	0	1
12903at7088	Complete	M17	0	1
12904at7088	Complete	M6	0	1
12905at7088	Complete	M12	0	1
12910at7088	Complete	M8	0	1
12919at7088	Complete	M16	0	1
1291at7088	Complete	M8	0	1
12920at7088	Complete	M13	0	1
12935at7088	Complete	M16	0	1
12938at7088	Complete	M3	0	1
12959at7088	Complete	M7	0	1
1295at7088	Complete	M8	0	1
12960at7088	Complete	M1	0	1
12964at7088	Complete	M21	0	1
12967at7088	Complete	M1	0	1
1298at7088	Complete	M13	0	1
12990at7088	Complete	M8	0	1
12993at7088	Complete	M23	0	1
12998at7088	Complete	M16	0	1
1299at7088	Complete	M5	0	1
13002at7088	Complete	M30	0	1
13003at7088	Complete	M24	0	1
13004at7088	Complete	M22	0	1
13008at7088	Complete	M5	0	1
1300at7088	Complete	M17	0	1
13010at7088	Complete	M3	0	1
13014at7088	Complete	M9	0	1
13019at7088	Complete	M8	0	1
13020at7088	Complete	M13	0	1
13024at7088	Complete	M3	0	1
13027at7088	Complete	M16	0	1
13029at7088	Complete	M7	0	1
13032at7088	Complete	M15	0	1
13033at7088	Complete	M23	0	1
13034at7088	Complete	M17	0	1
13037at7088	Complete	M12	0	1
13038at7088	Complete	MZ	0	1
13041at7088	Complete	M1	0	1
13042at7088	Complete	M11	0	1
13043at7088	Complete	M18	0	1
13047at7088	Complete	M3	0	1
13049at7088	Complete	M5	0	1
1304at7088	Complete	M1	0	1
13053at7088	Complete	M2	0	1
13057at7088	Complete	M3	0	1
13058at7088	Complete	M7	0	1
13059at7088	Complete	M3	0	1
13065at7088	Complete	M17	0	1
13066at7088	Complete	M21	0	1
13067at7088	Complete	M4	0	1
1306at7088	Complete	M6	0	1
13070at7088	Complete	M12	0	1
13072at7088	Complete	M10	0	1
13075at7088	Complete	M22	0	1
1307at7088	Complete	M7	0	1
13081at7088	Complete	M10	0	1
13082at7088	Complete	M22	0	1
13085at7088	Complete	M14	0	1
13088at7088	Complete	M23	0	1
13091at7088	Complete	M10	0	1
13093at7088	Complete	M2	0	1
13095at7088	Complete	M23	0	1
13097at7088	Complete	M9	0	1
13099at7088	Complete	M17	0	1
13102at7088	Complete	M15	0	1
13105at7088	Complete	M15	0	1
13106at7088	Complete	M3	0	1
13107at7088	Complete	M17	0	1
13109at7088	Complete	M2	0	1
13110at7088	Complete	M8	0	1
13112at7088	Complete	M21	0	1
13114at7088	Complete	MZ	0	1
13117at7088	Complete	M6	0	1
13119at7088	Complete	M22	0	1
13122at7088	Complete	M2	0	1
13124at7088	Complete	M20	0	1
13129at7088	Complete	M15	0	1
13134at7088	Complete	M4	0	1
1313at7088	Complete	M7	0	1
13140at7088	Complete	M3	0	1
13142at7088	Complete	M3	0	1
1314at7088	Complete	M7	0	1
13155at7088	Complete	M18	0	1
13157at7088	Complete	M12	0	1
13158at7088	Complete	M18	0	1
13166at7088	Complete	M20	0	1
13168at7088	Complete	M2	0	1
13169at7088	Complete	M6	0	1
13171at7088	Complete	M8	0	1
13172at7088	Complete	M1	0	1
13173at7088	Complete	M10	0	1
13174at7088	Complete	M9	0	1
1317at7088	Complete	M24	0	1
13181at7088	Complete	M14	0	1
13182at7088	Complete	M2	0	1
13184at7088	Complete	M22	0	1
13185at7088	Complete	M4	0	1
13188at7088	Complete	M9	0	1
13189at7088	Complete	M6	0	1
1318at7088	Complete	M25	0	1
13193at7088	Complete	M10	0	1
13194at7088	Complete	M6	0	1
13198at7088	Complete	M3	0	1
13199at7088	Complete	M12	0	1
1319at7088	Complete	MZ	0	1
13200at7088	Complete	M6	0	1
1320at7088	Complete	M6	0	1
13213at7088	Complete	M15	0	1
13216at7088	Complete	M2	0	1
13218at7088	Complete	M9	0	1
13220at7088	Complete	M14	0	1
13221at7088	Complete	M12	0	1
13223at7088	Complete	MZ	0	1
13224at7088	Complete	M3	0	1
13230at7088	Complete	M14	0	1
13243at7088	Complete	M5	0	1
1324at7088	Complete	M8	0	1
13250at7088	Complete	M2	0	1
13255at7088	Complete	M4	0	1
13259at7088	Complete	M4	0	1
1325at7088	Complete	M9	0	1
13263at7088	Complete	M26	0	1
13265at7088	Complete	M16	0	1
13267at7088	Complete	M16	0	1
1326at7088	Complete	M3	0	1
13278at7088	Complete	M1	0	1
13282at7088	Complete	M16	0	1
13284at7088	Complete	M3	0	1
13285at7088	Complete	M16	0	1
13289at7088	Complete	M4	0	1
13295at7088	Complete	M24	0	1
13296at7088	Complete	M16	0	1
13303at7088	Complete	M15	0	1
13305at7088	Complete	M22	0	1
13307at7088	Complete	M19	0	1
13308at7088	Complete	M1	0	1
1330at7088	Complete	M14	0	1
13310at7088	Complete	M8	0	1
13314at7088	Complete	M5	0	1
13315at7088	Complete	M24	0	1
13317at7088	Complete	M18	0	1
13319at7088	Complete	M11	0	1
13321at7088	Complete	M16	0	1
13323at7088	Complete	MZ	0	1
13326at7088	Complete	M17	0	1
13332at7088	Complete	M12	0	1
13338at7088	Complete	M3	0	1
13340at7088	Complete	M7	0	1
13341at7088	Complete	M2	0	1
13346at7088	Complete	M25	0	1
13347at7088	Complete	M9	0	1
13348at7088	Complete	M23	0	1
13351at7088	Complete	M10	0	1
13356at7088	Complete	M15	0	1
13358at7088	Complete	M13	0	1
1335at7088	Complete	M23	0	1
13365at7088	Complete	M8	0	1
13369at7088	Complete	M7	0	1
1336at7088	Complete	M1	0	1
13373at7088	Complete	M22	0	1
13375at7088	Complete	MZ	0	1
13381at7088	Complete	M21	0	1
13388at7088	Complete	M12	0	1
1338at7088	Complete	M4	0	1
13394at7088	Complete	M6	0	1
13395at7088	Complete	M12	0	1
13398at7088	Complete	M2	0	1
13399at7088	Complete	M3	0	1
133at7088	Complete	M8	0	1
13406at7088	Complete	M9	0	1
13411at7088	Complete	M3	0	1
13413at7088	Complete	M12	0	1
13414at7088	Complete	M5	0	1
13421at7088	Complete	M7	0	1
13424at7088	Complete	M3	0	1
13425at7088	Complete	M19	0	1
13435at7088	Complete	M14	0	1
13437at7088	Complete	M19	0	1
1343at7088	Complete	M12	0	1
13443at7088	Complete	M9	0	1
13445at7088	Complete	M4	0	1
13447at7088	Complete	M12	0	1
13451at7088	Complete	M10	0	1
13463at7088	Complete	M21	0	1
13464at7088	Complete	M3	0	1
13465at7088	Complete	M7	0	1
13467at7088	Complete	M25	0	1
13468at7088	Complete	M2	0	1
1346at7088	Complete	MZ	0	1
13478at7088	Complete	M22	0	1
1347at7088	Complete	M8	0	1
13481at7088	Complete	M1	0	1
13483at7088	Complete	M13	0	1
13484at7088	Complete	M5	0	1
1348at7088	Complete	M3	0	1
13495at7088	Complete	M19	0	1
13500at7088	Complete	M9	0	1
13501at7088	Complete	M7	0	1
13504at7088	Complete	M15	0	1
13506at7088	Complete	M23	0	1
1350at7088	Complete	M14	0	1
13519at7088	Complete	M9	0	1
1351at7088	Complete	M22	0	1
13527at7088	Complete	M7	0	1
13528at7088	Complete	M7	0	1
13530at7088	Complete	M12	0	1
13532at7088	Complete	M2	0	1
13533at7088	Complete	M10	0	1
13534at7088	Complete	M22	0	1
1353at7088	Complete	M2	0	1
13549at7088	Complete	M13	0	1
13554at7088	Complete	M5	0	1
13555at7088	Complete	M29	0	1
1355at7088	Complete	MZ	0	1
13561at7088	Complete	M1	0	1
13565at7088	Complete	M2	0	1
13568at7088	Complete	M15	0	1
1356at7088	Complete	M14	0	1
13582at7088	Complete	M10	0	1
13586at7088	Complete	M12	0	1
1358at7088	Complete	M3	0	1
13592at7088	Complete	M20	0	1
13596at7088	Complete	M18	0	1
13602at7088	Complete	M7	0	1
13603at7088	Complete	M9	0	1
13604at7088	Complete	M1	0	1
13607at7088	Complete	M7	0	1
13608at7088	Complete	M30	0	1
1360at7088	Complete	M21	0	1
13612at7088	Complete	M6	0	1
13617at7088	Complete	M7	0	1
13620at7088	Complete	M8	0	1
13623at7088	Complete	M1	0	1
1362at7088	Complete	M2	0	1
13634at7088	Complete	M21	0	1
13637at7088	Complete	M11	0	1
13638at7088	Complete	M5	0	1
13644at7088	Complete	M21	0	1
13651at7088	Complete	M1	0	1
13654at7088	Complete	M12	0	1
13655at7088	Complete	M9	0	1
13664at7088	Complete	M25	0	1
1366at7088	Complete	M16	0	1
13670at7088	Complete	M6	0	1
13677at7088	Complete	M15	0	1
13682at7088	Complete	M3	0	1
13687at7088	Complete	M10	0	1
1368at7088	Complete	M8	0	1
13698at7088	Complete	M4	0	1
1369at7088	Complete	M18	0	1
136at7088	Complete	M1	0	1
13703at7088	Complete	M4	0	1
13710at7088	Complete	M22	0	1
13714at7088	Complete	M14	0	1
13718at7088	Complete	M9	0	1
13724at7088	Complete	M3	0	1
1372at7088	Complete	M10	0	1
13730at7088	Complete	M17	0	1
13731at7088	Complete	M4	0	1
13733at7088	Complete	M12	0	1
13737at7088	Complete	M25	0	1
13748at7088	Complete	M1	0	1
13753at7088	Complete	M24	0	1
13755at7088	Complete	M3	0	1
13761at7088	Complete	M24	0	1
13763at7088	Complete	M14	0	1
13774at7088	Complete	M22	0	1
13775at7088	Complete	M16	0	1
13777at7088	Complete	M1	0	1
1377at7088	Complete	M9	0	1
13782at7088	Complete	M2	0	1
13787at7088	Complete	M10	0	1
13790at7088	Complete	M19	0	1
13793at7088	Complete	M8	0	1
13796at7088	Complete	M3	0	1
13798at7088	Complete	M22	0	1
137at7088	Complete	M15	0	1
13803at7088	Complete	M5	0	1
13805at7088	Complete	M9	0	1
13808at7088	Complete	M22	0	1
13809at7088	Complete	M3	0	1
1380at7088	Complete	M12	0	1
13811at7088	Complete	M14	0	1
13813at7088	Complete	M19	0	1
13815at7088	Complete	M7	0	1
13829at7088	Complete	M5	0	1
1382at7088	Complete	M14	0	1
13834at7088	Complete	M4	0	1
13858at7088	Complete	M13	0	1
13859at7088	Complete	M6	0	1
13870at7088	Complete	M3	0	1
13877at7088	Complete	M17	0	1
1388at7088	Complete	M12	0	1
13890at7088	Complete	M17	0	1
13897at7088	Complete	M23	0	1
138at7088	Complete	M8	0	1
13902at7088	Complete	M2	0	1
13904at7088	Complete	M1	0	1
13907at7088	Complete	M18	0	1
1390at7088	Complete	M28	0	1
13916at7088	Complete	M11	0	1
1391at7088	Complete	M6	0	1
1392at7088	Complete	M14	0	1
13936at7088	Complete	M13	0	1
13941at7088	Complete	M12	0	1
13943at7088	Complete	M9	0	1
13947at7088	Complete	M7	0	1
13949at7088	Complete	M2	0	1
13952at7088	Complete	M19	0	1
13955at7088	Complete	M15	0	1
1395at7088	Complete	M13	0	1
13961at7088	Complete	M9	0	1
1396at7088	Complete	M6	0	1
13972at7088	Complete	M11	0	1
13977at7088	Complete	M14	0	1
1397at7088	Complete	M20	0	1
13984at7088	Complete	M5	0	1
13986at7088	Complete	M26	0	1
13989at7088	Complete	M28	0	1
1398at7088	Complete	M13	0	1
13991at7088	Complete	M12	0	1
13994at7088	Complete	M16	0	1
13995at7088	Complete	M14	0	1
13998at7088	Complete	M5	0	1
139at7088	Complete	M19	0	1
13at7088	Complete	M2	0	1
14000at7088	Complete	M2	0	1
14009at7088	Complete	M2	0	1
14011at7088	Complete	M13	0	1
14013at7088	Complete	M18	0	1
14016at7088	Complete	M7	0	1
14018at7088	Complete	M4	0	1
1401at7088	Complete	M7	0	1
14028at7088	Complete	M14	0	1
14032at7088	Complete	M19	0	1
14037at7088	Complete	M16	0	1
1403at7088	Complete	M2	0	1
14046at7088	Complete	M12	0	1
14061at7088	Complete	M13	0	1
14069at7088	Complete	M21	0	1
14070at7088	Complete	M12	0	1
14072at7088	Complete	M4	0	1
14075at7088	Complete	M7	0	1
1407at7088	Complete	M18	0	1
14082at7088	Complete	M10	0	1
14083at7088	Complete	M12	0	1
14094at7088	Complete	M16	0	1
14098at7088	Complete	M18	0	1
140at7088	Complete	M5	0	1
14101at7088	Complete	M10	0	1
14104at7088	Complete	M13	0	1
14105at7088	Complete	MZ	0	1
14106at7088	Complete	M13	0	1
14107at7088	Complete	M21	0	1
14112at7088	Complete	M10	0	1
14119at7088	Complete	M30	0	1
1411at7088	Complete	M3	0	1
14123at7088	Complete	M18	0	1
14127at7088	Complete	M17	0	1
14130at7088	Complete	M17	0	1
14132at7088	Complete	M19	0	1
14137at7088	Complete	M9	0	1
14138at7088	Complete	M9	0	1
14139at7088	Complete	M7	0	1
1413at7088	Complete	M3	0	1
14141at7088	Complete	M13	0	1
14144at7088	Complete	M20	0	1
14147at7088	Complete	M19	0	1
14149at7088	Complete	M1	0	1
14156at7088	Complete	M5	0	1
14165at7088	Complete	M1	0	1
14167at7088	Complete	M5	0	1
14175at7088	Complete	M21	0	1
14176at7088	Complete	M8	0	1
14177at7088	Complete	M29	0	1
14179at7088	Complete	M5	0	1
1417at7088	Complete	M1	0	1
14181at7088	Complete	M7	0	1
14184at7088	Complete	M9	0	1
14186at7088	Complete	M30	0	1
1418at7088	Complete	M13	0	1
14190at7088	Complete	M18	0	1
14194at7088	Complete	M15	0	1
1419at7088	Complete	M30	0	1
14203at7088	Complete	M24	0	1
14205at7088	Complete	M19	0	1
14213at7088	Complete	M9	0	1
14214at7088	Complete	M8	0	1
14216at7088	Complete	M7	0	1
1421at7088	Complete	M2	0	1
14229at7088	Complete	M29	0	1
1422at7088	Complete	M1	0	1
14230at7088	Complete	M8	0	1
14231at7088	Complete	M9	0	1
14232at7088	Complete	M14	0	1
14239at7088	Complete	M8	0	1
14240at7088	Complete	M12	0	1
14245at7088	Complete	M11	0	1
14247at7088	Complete	M21	0	1
14249at7088	Complete	M1	0	1
14250at7088	Complete	M12	0	1
14251at7088	Complete	M10	0	1
14261at7088	Complete	M12	0	1
14265at7088	Complete	M4	0	1
14273at7088	Complete	M6	0	1
14278at7088	Complete	M4	0	1
14284at7088	Complete	M15	0	1
14287at7088	Complete	M10	0	1
14288at7088	Complete	M16	0	1
14290at7088	Complete	M23	0	1
14292at7088	Complete	M17	0	1
14294at7088	Complete	M18	0	1
14296at7088	Complete	M10	0	1
14309at7088	Complete	M24	0	1
14313at7088	Complete	M17	0	1
14314at7088	Complete	M20	0	1
14318at7088	Complete	MZ	0	1
14319at7088	Complete	MZ	0	1
1431at7088	Complete	M10	0	1
14326at7088	Complete	M2	0	1
14327at7088	Complete	M6	0	1
1432at7088	Complete	M2	0	1
14331at7088	Complete	M4	0	1
14332at7088	Complete	M6	0	1
14333at7088	Complete	M20	0	1
14334at7088	Complete	M8	0	1
14335at7088	Complete	M13	0	1
14336at7088	Complete	M7	0	1
14338at7088	Complete	M2	0	1
14339at7088	Complete	M3	0	1
14343at7088	Complete	M26	0	1
14346at7088	Complete	M5	0	1
14348at7088	Complete	M17	0	1
14349at7088	Complete	M9	0	1
14355at7088	Complete	M7	0	1
14365at7088	Complete	M9	0	1
14369at7088	Complete	M8	0	1
1436at7088	Complete	M17	0	1
14372at7088	Complete	M15	0	1
1437at7088	Complete	M1	0	1
14389at7088	Complete	M3	0	1
14391at7088	Complete	M12	0	1
14393at7088	Complete	M18	0	1
14395at7088	Complete	M5	0	1
14403at7088	Complete	M7	0	1
14404at7088	Complete	M13	0	1
14406at7088	Complete	M2	0	1
1440at7088	Complete	M11	0	1
14417at7088	Complete	M10	0	1
14418at7088	Complete	M7	0	1
1441at7088	Complete	M8	0	1
14421at7088	Complete	M3	0	1
14422at7088	Complete	M11	0	1
14424at7088	Complete	M22	0	1
1442at7088	Complete	M16	0	1
14433at7088	Complete	MZ	0	1
1443at7088	Complete	M4	0	1
14443at7088	Complete	M6	0	1
14444at7088	Complete	M26	0	1
14449at7088	Complete	M30	0	1
1444at7088	Complete	M20	0	1
14451at7088	Complete	M14	0	1
14456at7088	Complete	M1	0	1
14465at7088	Complete	M26	0	1
14467at7088	Complete	M11	0	1
14468at7088	Complete	M7	0	1
1446at7088	Complete	M14	0	1
14475at7088	Complete	M8	0	1
14495at7088	Complete	M16	0	1
14497at7088	Complete	M2	0	1
1449at7088	Complete	M9	0	1
14510at7088	Complete	M12	0	1
14511at7088	Complete	M14	0	1
14512at7088	Complete	M9	0	1
14514at7088	Complete	M11	0	1
1451at7088	Complete	M1	0	1
14521at7088	Complete	M13	0	1
14524at7088	Complete	M9	0	1
14530at7088	Complete	M3	0	1
14532at7088	Complete	M12	0	1
14536at7088	Complete	M3	0	1
1453at7088	Complete	M15	0	1
14540at7088	Complete	M2	0	1
14548at7088	Complete	M1	0	1
14549at7088	Complete	M2	0	1
14556at7088	Complete	M6	0	1
14566at7088	Complete	M4	0	1
14573at7088	Complete	M1	0	1
14577at7088	Complete	M9	0	1
14580at7088	Complete	M8	0	1
14582at7088	Complete	M24	0	1
14592at7088	Complete	M2	0	1
14593at7088	Complete	M17	0	1
14594at7088	Complete	M8	0	1
14598at7088	Complete	M5	0	1
14599at7088	Complete	M11	0	1
1459at7088	Complete	M26	0	1
145at7088	Complete	M20	0	1
14604at7088	Complete	M11	0	1
14614at7088	Complete	M13	0	1
1461at7088	Complete	M16	0	1
14621at7088	Complete	M23	0	1
14623at7088	Complete	M10	0	1
14628at7088	Complete	M12	0	1
14633at7088	Complete	M1	0	1
14636at7088	Complete	M6	0	1
1463at7088	Complete	M14	0	1
14641at7088	Complete	M18	0	1
14653at7088	Complete	M23	0	1
14655at7088	Complete	M2	0	1
1465at7088	Complete	M4	0	1
14664at7088	Complete	M26	0	1
14668at7088	Complete	M14	0	1
14675at7088	Complete	M8	0	1
14687at7088	Complete	M8	0	1
14688at7088	Complete	M5	0	1
14689at7088	Complete	M5	0	1
1468at7088	Complete	M30	0	1
14690at7088	Complete	M11	0	1
14697at7088	Complete	M4	0	1
14698at7088	Complete	M14	0	1
1469at7088	Complete	M18	0	1
14701at7088	Complete	M5	0	1
14706at7088	Complete	M1	0	1
14709at7088	Complete	M13	0	1
14711at7088	Complete	M7	0	1
14714at7088	Complete	M14	0	1
14724at7088	Complete	M2	0	1
14727at7088	Complete	M2	0	1
14729at7088	Complete	M2	0	1
1472at7088	Complete	M20	0	1
14735at7088	Complete	M7	0	1
14738at7088	Complete	MZ	0	1
14739at7088	Complete	M16	0	1
1473at7088	Complete	M6	0	1
14740at7088	Complete	M12	0	1
14749at7088	Complete	M16	0	1
14753at7088	Complete	M8	0	1
14755at7088	Complete	M16	0	1
14758at7088	Complete	M4	0	1
14762at7088	Complete	M19	0	1
1477at7088	Complete	M4	0	1
14783at7088	Complete	M17	0	1
14785at7088	Complete	M22	0	1
14798at7088	Complete	M8	0	1
1479at7088	Complete	M15	0	1
14814at7088	Complete	M8	0	1
14815at7088	Complete	M6	0	1
14829at7088	Complete	M11	0	1
14831at7088	Complete	M2	0	1
14835at7088	Complete	MZ	0	1
14836at7088	Complete	M17	0	1
14844at7088	Complete	M3	0	1
14845at7088	Complete	M24	0	1
14849at7088	Complete	M5	0	1
14850at7088	Complete	M18	0	1
14870at7088	Complete	M1	0	1
14883at7088	Complete	MZ	0	1
14886at7088	Complete	M5	0	1
14887at7088	Complete	M6	0	1
14889at7088	Complete	M6	0	1
1488at7088	Complete	M6	0	1
14894at7088	Complete	M16	0	1
14895at7088	Complete	M3	0	1
14896at7088	Complete	M23	0	1
1489at7088	Complete	M7	0	1
148at7088	Complete	M12	0	1
14909at7088	Complete	MZ	0	1
1490at7088	Complete	M2	0	1
14916at7088	Complete	M1	0	1
14918at7088	Complete	M20	0	1
14920at7088	Complete	M5	0	1
14928at7088	Complete	M6	0	1
14930at7088	Complete	M11	0	1
14938at7088	Complete	M13	0	1
14940at7088	Complete	M21	0	1
14943at7088	Complete	M3	0	1
14944at7088	Complete	M17	0	1
14948at7088	Complete	M14	0	1
14949at7088	Complete	M16	0	1
14955at7088	Complete	M4	0	1
14960at7088	Complete	M4	0	1
1496at7088	Complete	M27	0	1
14971at7088	Complete	M30	0	1
14973at7088	Complete	M15	0	1
14982at7088	Complete	M9	0	1
14986at7088	Complete	M1	0	1
14987at7088	Complete	M11	0	1
14988at7088	Complete	M13	0	1
14995at7088	Complete	M26	0	1
14998at7088	Complete	M22	0	1
15003at7088	Complete	M12	0	1
